"","y0","site","subpop","id","area","areaNext","ht","htNext","logA","logAp","flower_p","flower","surv"
"229",2014,"Den Hill Preserve","B",862,120,170,NA,NA,2.07918124604762,2.23044892137827,0,"FF",1
"230",2014,"Den Hill Preserve","B",863,130,95,NA,NA,2.11394335230684,1.97772360528885,0,"FF",1
"231",2014,"Den Hill Preserve","B",864,60,380,NA,NA,1.77815125038364,2.57978359661681,0,"FF",1
"232",2014,"Den Hill Preserve","B",865,55,90,60.5,NA,1.74036268949424,1.95424250943932,0,"FL",1
"233",2014,"Den Hill Preserve","B",866,60,75,NA,NA,1.77815125038364,1.8750612633917,0,"FF",1
"234",2014,"Den Hill Preserve","B",867,85,90,NA,NA,1.92941892571429,1.95424250943932,0,"FF",1
"235",2014,"Den Hill Preserve","B",868,75,75,NA,NA,1.8750612633917,1.8750612633917,0,"FF",1
"236",2014,"Den Hill Preserve","B",869,135,130,NA,NA,2.13033376849501,2.11394335230684,0,"FF",1
"237",2014,"Den Hill Preserve","B",870,80,90,NA,NA,1.90308998699194,1.95424250943932,0,"FF",1
"238",2014,"Den Hill Preserve","B",871,85,120,NA,NA,1.92941892571429,2.07918124604762,0,"FF",1
"239",2014,"Den Hill Preserve","B",872,95,120,NA,NA,1.97772360528885,2.07918124604762,0,"FF",1
"240",2014,"Den Hill Preserve","B",873,50,NA,NA,NA,1.69897000433602,NA,0,"FF",0
"241",2014,"Den Hill Preserve","B",874,35,100,NA,NA,1.54406804435028,2,0,"FF",1
"242",2014,"Den Hill Preserve","B",875,70,70,NA,NA,1.84509804001426,1.84509804001426,0,"FF",1
"243",2014,"Den Hill Preserve","B",876,100,NA,70.5,NA,2,NA,0,"FL",0
"244",2014,"Den Hill Preserve","B",877,50,75,NA,NA,1.69897000433602,1.8750612633917,0,"FF",1
"245",2014,"Den Hill Preserve","B",878,90,200,NA,NA,1.95424250943932,2.30102999566398,0,"FF",1
"246",2014,"Den Hill Preserve","B",879,140,150,NA,NA,2.14612803567824,2.17609125905568,0,"FF",1
"247",2014,"Den Hill Preserve","B",880,65,NA,NA,NA,1.81291335664286,NA,0,"FF",0
"248",2014,"Den Hill Preserve","B",881,200,130,NA,NA,2.30102999566398,2.11394335230684,0,"FF",1
"249",2014,"Den Hill Preserve","B",882,80,80,NA,NA,1.90308998699194,1.90308998699194,0,"FF",1
"250",2014,"Den Hill Preserve","B",883,215,300,NA,NA,2.33243845991561,2.47712125471966,0,"FF",1
"251",2014,"Den Hill Preserve","B",884,80,60,NA,NA,1.90308998699194,1.77815125038364,0,"FF",1
"252",2014,"Den Hill Preserve","B",885,60,80,NA,NA,1.77815125038364,1.90308998699194,0,"FF",1
"253",2014,"Den Hill Preserve","B",889,55,60,NA,NA,1.74036268949424,1.77815125038364,0,"FF",1
